loan_id,origination_month,vintage_year,vintage_quarter,credit_score,credit_score_band,ltv,ltv_band,dti,dti_band,original_balance,original_term_months,state,loan_purpose,property_type,occupancy_type,servicer_name,source_system,document_status,interest_rate
9ZKZ8HDMRXR1,2018-10-01,2018,2018Q4,680,660-699,87.93,80-90%,36.29,36-43%,474000.0,180,LA,Rate/Term Refinance,Single-Family Detached,Second Home,Meridian Residential Capital,CoreServicing,Complete,5.402
97XVHBLN315U,2018-10-01,2018,2018Q4,723,700-739,52.1,<60%,21.93,<30%,438000.0,360,NC,Cash-Out Refinance,Single-Family Detached,Primary Residence,Atlas Mortgage Services,VendorAPI,Complete,5.086
B3J05CDBFBS4,2020-12-01,2020,2020Q4,803,800+,66.0,60-75%,21.82,<30%,126000.0,360,VA,Rate/Term Refinance,Single-Family Detached,Primary Residence,Beacon Home Loans,CoreServicing,Complete,3.286
PG54U57F569N,2022-04-01,2022,2022Q2,712,700-739,64.47,60-75%,32.2,30-36%,257000.0,360,TX,Rate/Term Refinance,Condominium,Primary Residence,Beacon Home Loans,VendorAPI,Complete,5.507
BBV504RTU9KS,2019-07-01,2019,2019Q3,627,620-659,74.42,60-75%,37.52,36-43%,609000.0,360,MO,Home Purchase,Single-Family Detached,Investment Property,Cornerstone Loan Servicing,CoreServicing,Complete,4.885
TGHNDZU6HUNB,2022-08-01,2022,2022Q3,756,740-799,74.03,60-75%,36.84,36-43%,449000.0,360,VA,Home Purchase,Single-Family Detached,Primary Residence,Atlas Mortgage Services,CoreServicing,Complete,5.257
DFWNRB673ESI,2019-07-01,2019,2019Q3,699,660-699,82.31,80-90%,30.64,30-36%,390000.0,180,TX,Home Purchase,Single-Family Detached,Primary Residence,Cornerstone Loan Servicing,CoreServicing,Complete,4.672
3N3BERZ3B126,2019-02-01,2019,2019Q1,663,660-699,81.79,80-90%,36.96,36-43%,278000.0,240,OH,Home Purchase,Condominium,Investment Property,Northgate Financial Servicing,CoreServicing,Pending,4.45
SC9ZAGYQW2AM,2021-11-01,2021,2021Q4,699,660-699,73.53,60-75%,44.54,>43%,424000.0,360,NY,Home Purchase,Single-Family Detached,Primary Residence,Meridian Residential Capital,CoreServicing,Complete,3.349
3AEPWE0RM1B9,2022-08-01,2022,2022Q3,765,740-799,63.51,60-75%,19.14,<30%,197000.0,180,UT,Home Purchase,Single-Family Detached,Primary Residence,Meridian Residential Capital,CoreServicing,Complete,5.17
DNVCHW4FI23B,2022-06-01,2022,2022Q2,664,660-699,70.14,60-75%,43.47,>43%,272000.0,240,CT,Cash-Out Refinance,Single-Family Detached,Primary Residence,Beacon Home Loans,LegacySFTP,Complete,6.202
SZL9KZTL06E3,2021-05-01,2021,2021Q2,746,740-799,61.63,60-75%,26.55,<30%,371000.0,360,MI,Home Purchase,PUD,Primary Residence,Cornerstone Loan Servicing,LegacySFTP,Pending,2.644
YKYTCCBDINQG,2023-03-01,2023,2023Q1,626,620-659,82.69,80-90%,40.99,36-43%,406000.0,180,NY,Home Purchase,Single-Family Detached,Primary Residence,Northgate Financial Servicing,VendorAPI,Complete,8.301
T3Z025G47QZS,2023-02-01,2023,2023Q1,739,700-739,75.81,75-80%,37.85,36-43%,355000.0,360,OH,Rate/Term Refinance,Single-Family Detached,Primary Residence,Atlas Mortgage Services,CoreServicing,Complete,7.349
4A56BXJ8L8VV,2019-09-01,2019,2019Q3,623,620-659,76.26,75-80%,47.29,>43%,377000.0,360,FL,Home Purchase,PUD,Primary Residence,Meridian Residential Capital,VendorAPI,Complete,4.845
LQ15V5AEOTPV,2021-10-01,2021,2021Q4,673,660-699,62.86,60-75%,42.09,36-43%,349000.0,360,TN,Home Purchase,Single-Family Detached,Primary Residence,Meridian Residential Capital,CoreServicing,Complete,3.547
F0CIVN6PC9O0,2018-06-01,2018,2018Q2,671,660-699,86.81,80-90%,38.79,36-43%,296000.0,360,OH,Rate/Term Refinance,Single-Family Detached,Primary Residence,Beacon Home Loans,CoreServicing,Complete,5.187
3FHX4BTTX7W3,2018-06-01,2018,2018Q2,686,660-699,88.08,80-90%,29.01,<30%,521000.0,360,NC,Home Purchase,Single-Family Detached,Primary Residence,Northgate Financial Servicing,CoreServicing,Complete,5.172
76TILIE5GJR7,2020-08-01,2020,2020Q3,771,740-799,62.81,60-75%,31.44,30-36%,619000.0,360,CA,Home Purchase,Single-Family Detached,Primary Residence,Beacon Home Loans,CoreServicing,Complete,3.155
1P4DHO1OYLE6,2022-03-01,2022,2022Q1,708,700-739,70.36,60-75%,29.65,<30%,324000.0,360,CA,Cash-Out Refinance,Single-Family Detached,Primary Residence,Atlas Mortgage Services,CoreServicing,Complete,5.636
OHGFH905CX78,2021-07-01,2021,2021Q3,681,660-699,67.56,60-75%,49.59,>43%,221000.0,360,TX,Cash-Out Refinance,Single-Family Detached,Primary Residence,Cornerstone Loan Servicing,VendorAPI,Complete,3.838
H7HQNF69B3IP,2018-12-01,2018,2018Q4,676,660-699,87.22,80-90%,45.71,>43%,305000.0,360,IL,Home Purchase,Single-Family Detached,Second Home,Cornerstone Loan Servicing,CoreServicing,Complete,5.385
Z6PTRP4WO7OW,2022-06-01,2022,2022Q2,718,700-739,72.1,60-75%,35.91,30-36%,340000.0,360,IL,Home Purchase,Single-Family Detached,Primary Residence,Beacon Home Loans,CoreServicing,Complete,5.861
GC1CSC9A1KEO,2021-08-01,2021,2021Q3,728,700-739,73.26,60-75%,23.19,<30%,156000.0,360,WI,Home Purchase,Single-Family Detached,Primary Residence,Beacon Home Loans,CoreServicing,Complete,3.472
F3PBDRD35OAT,2022-07-01,2022,2022Q3,609,<620,95.28,90-97%,25.34,<30%,520000.0,360,IN,Rate/Term Refinance,Condominium,Primary Residence,Cornerstone Loan Servicing,CoreServicing,Complete,6.794
ZY63S335QXNW,2021-09-01,2021,2021Q3,710,700-739,71.96,60-75%,36.18,36-43%,266000.0,360,NJ,Home Purchase,Condominium,Primary Residence,Cornerstone Loan Servicing,CoreServicing,Complete,3.154
V0FSZ3LPB8SP,2023-03-01,2023,2023Q1,643,620-659,83.09,80-90%,41.72,36-43%,249000.0,360,CA,Rate/Term Refinance,Single-Family Detached,Primary Residence,Northgate Financial Servicing,CoreServicing,Complete,7.874
OQMYX544ET57,2020-03-01,2020,2020Q1,832,800+,63.71,60-75%,35.69,30-36%,294000.0,360,NC,Home Purchase,Single-Family Detached,Primary Residence,Atlas Mortgage Services,CoreServicing,Complete,3.08
E7K6PUI3RSO6,2018-03-01,2018,2018Q1,625,620-659,90.36,90-97%,43.68,>43%,281000.0,360,CT,Home Purchase,Single-Family Detached,Primary Residence,Beacon Home Loans,CoreServicing,Complete,5.483
A9QXVQBYAN8S,2021-08-01,2021,2021Q3,713,700-739,76.23,75-80%,46.96,>43%,336000.0,240,OH,Home Purchase,Condominium,Primary Residence,Meridian Residential Capital,LegacySFTP,Complete,3.401
D4BQIY5LFRLM,2023-11-01,2023,2023Q4,713,700-739,66.81,60-75%,30.06,30-36%,432000.0,360,NC,Home Purchase,Single-Family Detached,Primary Residence,Atlas Mortgage Services,CoreServicing,Complete,7.29
WYMY3F9JHIME,2018-08-01,2018,2018Q3,741,740-799,75.24,75-80%,22.89,<30%,509000.0,360,CA,Cash-Out Refinance,Single-Family Detached,Primary Residence,Atlas Mortgage Services,CoreServicing,Complete,4.443
LYZ6S5NOHTVN,2023-10-01,2023,2023Q4,726,700-739,62.99,60-75%,36.26,36-43%,432000.0,360,FL,Home Purchase,Single-Family Detached,Primary Residence,Meridian Residential Capital,VendorAPI,Complete,7.35
P6RINI0PHG1I,2022-08-01,2022,2022Q3,660,620-659,76.03,75-80%,34.76,30-36%,239000.0,360,MI,Home Purchase,Single-Family Detached,Primary Residence,Northgate Financial Servicing,CoreServicing,Complete,6.415
G9J9TKQ962ER,2018-03-01,2018,2018Q1,775,740-799,71.7,60-75%,39.72,36-43%,318000.0,360,CO,Home Purchase,Single-Family Detached,Primary Residence,Beacon Home Loans,CoreServicing,Complete,4.767
LDVJI6FEPDKA,2021-04-01,2021,2021Q2,836,800+,62.37,60-75%,36.22,36-43%,342000.0,360,TN,Home Purchase,Single-Family Detached,Primary Residence,Atlas Mortgage Services,CoreServicing,Complete,3.191
3H38AL1G459F,2019-11-01,2019,2019Q4,665,660-699,88.96,80-90%,33.87,30-36%,366000.0,180,MD,Home Purchase,Single-Family Detached,Primary Residence,Cornerstone Loan Servicing,CoreServicing,Complete,4.727
4LQOXEXMYQCS,2021-12-01,2021,2021Q4,699,660-699,79.76,75-80%,41.32,36-43%,390000.0,360,IN,Home Purchase,Single-Family Detached,Primary Residence,Meridian Residential Capital,LegacySFTP,Complete,3.714
8UOUZQBLZ3IY,2022-08-01,2022,2022Q3,636,620-659,72.92,60-75%,43.93,>43%,339000.0,360,NJ,Home Purchase,Single-Family Detached,Primary Residence,Atlas Mortgage Services,CoreServicing,Complete,6.583
H78UL9USOFM0,2020-03-01,2020,2020Q1,682,660-699,64.15,60-75%,35.56,30-36%,320000.0,360,GA,Rate/Term Refinance,Single-Family Detached,Primary Residence,Beacon Home Loans,CoreServicing,Complete,3.652
8228QZZ9N9JC,2020-11-01,2020,2020Q4,694,660-699,77.02,75-80%,40.22,36-43%,450000.0,360,NY,Home Purchase,Single-Family Detached,Primary Residence,Northgate Financial Servicing,CoreServicing,Complete,3.898
2MWYDHIJUH1X,2018-03-01,2018,2018Q1,723,700-739,66.01,60-75%,30.76,30-36%,315000.0,180,MO,Home Purchase,Single-Family Detached,Primary Residence,Beacon Home Loans,VendorAPI,Complete,4.688
MGS2NOYRKOPT,2018-01-01,2018,2018Q1,746,740-799,65.94,60-75%,29.43,<30%,457000.0,180,IL,Home Purchase,Single-Family Detached,Primary Residence,Beacon Home Loans,CoreServicing,Complete,4.593
6ZH0H5626Z3Y,2022-07-01,2022,2022Q3,625,620-659,81.37,80-90%,43.63,>43%,435000.0,360,GA,Home Purchase,Single-Family Detached,Primary Residence,Northgate Financial Servicing,CoreServicing,Complete,6.075
CKAZ6MXZJN98,2020-02-01,2020,2020Q1,601,<620,74.26,60-75%,32.1,30-36%,541000.0,180,UT,Rate/Term Refinance,PUD,Primary Residence,Beacon Home Loans,CoreServicing,Complete,4.947
UXC4SYTINWV0,2023-04-01,2023,2023Q2,739,700-739,54.4,<60%,30.96,30-36%,355000.0,360,FL,Home Purchase,Single-Family Detached,Investment Property,Cornerstone Loan Servicing,LegacySFTP,Complete,7.139
YMOBSLD688XA,2021-06-01,2021,2021Q2,736,700-739,73.38,60-75%,30.49,30-36%,539000.0,360,PA,Home Purchase,Single-Family Detached,Primary Residence,Cornerstone Loan Servicing,CoreServicing,Complete,3.196
SWQ4I7MHAE89,2020-05-01,2020,2020Q2,717,700-739,82.54,80-90%,34.87,30-36%,298000.0,240,CA,Home Purchase,Single-Family Detached,Primary Residence,Meridian Residential Capital,CoreServicing,Complete,3.45
Z3UMBMJT0X69,2023-04-01,2023,2023Q2,588,<620,94.25,90-97%,47.44,>43%,371000.0,360,NY,Home Purchase,Single-Family Detached,Primary Residence,Beacon Home Loans,CoreServicing,Complete,8.465
WDHWG08GDJXY,2018-05-01,2018,2018Q2,698,660-699,57.46,<60%,32.28,30-36%,428000.0,360,MN,Home Purchase,Single-Family Detached,Primary Residence,Beacon Home Loans,VendorAPI,Complete,4.798
0MCUTGJHRAB6,2022-12-01,2022,2022Q4,656,620-659,68.04,60-75%,37.06,36-43%,234000.0,360,FL,Home Purchase,Single-Family Detached,Primary Residence,Cornerstone Loan Servicing,CoreServicing,Complete,6.451
NFBRPOBK50IB,2018-06-01,2018,2018Q2,673,660-699,73.15,60-75%,42.59,36-43%,289000.0,360,MD,Rate/Term Refinance,Condominium,Second Home,Beacon Home Loans,CoreServicing,Pending,5.424
NI36OIO3EJKI,2023-09-01,2023,2023Q3,713,700-739,69.38,60-75%,30.27,30-36%,263000.0,180,GA,Cash-Out Refinance,Condominium,Primary Residence,Cornerstone Loan Servicing,CoreServicing,Complete,7.219
L1SI89R9BQ8A,2021-05-01,2021,2021Q2,677,660-699,74.76,60-75%,41.42,36-43%,324000.0,360,GA,Home Purchase,PUD,Primary Residence,Beacon Home Loans,CoreServicing,Complete,3.521
FQ2CHVGHFKGR,2020-10-01,2020,2020Q4,648,620-659,92.04,90-97%,44.9,>43%,275000.0,360,CT,Home Purchase,Single-Family Detached,Primary Residence,Beacon Home Loans,CoreServicing,Complete,4.115
4LH32BUQD4FP,2021-12-01,2021,2021Q4,563,<620,87.76,80-90%,51.85,>43%,342000.0,360,IL,Home Purchase,Single-Family Detached,Primary Residence,Atlas Mortgage Services,VendorAPI,Complete,4.6
TGLHSAWG9PLD,2022-10-01,2022,2022Q4,719,700-739,69.52,60-75%,33.79,30-36%,321000.0,240,FL,Cash-Out Refinance,Single-Family Detached,Second Home,Meridian Residential Capital,CoreServicing,Complete,5.783
FURB0IARL8L8,2019-09-01,2019,2019Q3,709,700-739,80.94,80-90%,26.12,<30%,300000.0,360,NJ,Home Purchase,Condominium,Primary Residence,Meridian Residential Capital,CoreServicing,Complete,4.318
1HF86CJWML1T,2018-08-01,2018,2018Q3,670,660-699,91.72,90-97%,39.74,36-43%,347000.0,360,OH,Home Purchase,Single-Family Detached,Primary Residence,Beacon Home Loans,CoreServicing,Complete,4.929
FT9LIUXVUXWT,2023-10-01,2023,2023Q4,776,740-799,93.81,90-97%,29.66,<30%,262000.0,180,IL,Rate/Term Refinance,Single-Family Detached,Primary Residence,Northgate Financial Servicing,CoreServicing,Pending,6.959
4MWX39SPDGIE,2021-02-01,2021,2021Q1,640,620-659,77.92,75-80%,47.42,>43%,246000.0,360,MN,Rate/Term Refinance,Single-Family Detached,Primary Residence,Northgate Financial Servicing,LegacySFTP,Complete,4.191
5CRM98LZRI9O,2019-09-01,2019,2019Q3,762,740-799,89.3,80-90%,33.25,30-36%,220000.0,360,MA,Rate/Term Refinance,Single-Family Detached,Primary Residence,Northgate Financial Servicing,VendorAPI,Missing,4.106
213RTT2GPWCQ,2023-06-01,2023,2023Q2,724,700-739,66.41,60-75%,17.43,<30%,180000.0,360,PA,Home Purchase,Single-Family Detached,Primary Residence,Atlas Mortgage Services,CoreServicing,Complete,6.883
RXG33J4BV2UH,2018-03-01,2018,2018Q1,698,660-699,64.84,60-75%,39.6,36-43%,262000.0,360,TX,Rate/Term Refinance,Condominium,Primary Residence,Atlas Mortgage Services,CoreServicing,Complete,5.118
LEDN7SLN83IB,2023-01-01,2023,2023Q1,606,<620,76.78,75-80%,43.81,>43%,396000.0,360,CA,Home Purchase,PUD,Primary Residence,Atlas Mortgage Services,LegacySFTP,Complete,8.315
FBTZDCQYA452,2018-02-01,2018,2018Q1,719,700-739,72.84,60-75%,47.4,>43%,309000.0,240,FL,Home Purchase,Single-Family Detached,Primary Residence,Cornerstone Loan Servicing,CoreServicing,Complete,4.866
U286KVNE1SF6,2021-12-01,2021,2021Q4,778,740-799,61.8,60-75%,41.03,36-43%,331000.0,360,OK,Rate/Term Refinance,Single-Family Detached,Primary Residence,Atlas Mortgage Services,CoreServicing,Complete,3.145
73L5B61EL8F0,2018-03-01,2018,2018Q1,787,740-799,65.93,60-75%,29.91,<30%,288000.0,360,CA,Rate/Term Refinance,Single-Family Detached,Primary Residence,Northgate Financial Servicing,CoreServicing,Pending,4.633
S77WOSDUP9XJ,2018-11-01,2018,2018Q4,697,660-699,69.42,60-75%,31.76,30-36%,637000.0,360,UT,Home Purchase,Single-Family Detached,Primary Residence,Atlas Mortgage Services,CoreServicing,Complete,5.087
VLUDNWL88TQA,2019-12-01,2019,2019Q4,766,740-799,72.91,60-75%,27.78,<30%,349000.0,360,NJ,Rate/Term Refinance,Single-Family Detached,Primary Residence,Cornerstone Loan Servicing,CoreServicing,Complete,4.316
IRO5TWLGI99C,2019-02-01,2019,2019Q1,654,620-659,72.34,60-75%,37.44,36-43%,272000.0,360,OH,Home Purchase,Single-Family Detached,Primary Residence,Northgate Financial Servicing,CoreServicing,Missing,4.902
CN7YLLZTWH9P,2018-04-01,2018,2018Q2,745,740-799,63.18,60-75%,38.28,36-43%,230000.0,360,WI,Rate/Term Refinance,Single-Family Detached,Primary Residence,Northgate Financial Servicing,VendorAPI,Complete,4.667
6JJEHQA9U29W,2022-01-01,2022,2022Q1,710,700-739,75.31,75-80%,42.52,36-43%,591000.0,360,FL,Rate/Term Refinance,Single-Family Detached,Primary Residence,Northgate Financial Servicing,CoreServicing,Complete,5.346
IYBSHPHTLI0D,2022-07-01,2022,2022Q3,742,740-799,58.65,<60%,24.26,<30%,205000.0,360,CA,Rate/Term Refinance,Single-Family Detached,Primary Residence,Beacon Home Loans,CoreServicing,Complete,5.648
CS30YIPSV8MR,2019-12-01,2019,2019Q4,688,660-699,79.1,75-80%,46.44,>43%,252000.0,180,TX,Home Purchase,Single-Family Detached,Primary Residence,Beacon Home Loans,CoreServicing,Complete,4.504
JAGIWA7PCA42,2022-03-01,2022,2022Q1,703,700-739,89.49,80-90%,32.25,30-36%,252000.0,360,MO,Home Purchase,Single-Family Detached,Primary Residence,Cornerstone Loan Servicing,CoreServicing,Complete,5.523
WQEDUWW8MCFS,2019-12-01,2019,2019Q4,673,660-699,74.62,60-75%,31.88,30-36%,326000.0,360,NC,Home Purchase,Single-Family Detached,Primary Residence,Atlas Mortgage Services,CoreServicing,Pending,4.32
QINM32QCRX1S,2019-04-01,2019,2019Q2,758,740-799,45.51,<60%,25.97,<30%,372000.0,240,IL,Rate/Term Refinance,PUD,Primary Residence,Cornerstone Loan Servicing,VendorAPI,Complete,4.038
WY0FI841JHOB,2023-02-01,2023,2023Q1,757,740-799,67.0,60-75%,39.11,36-43%,338000.0,360,TN,Home Purchase,Single-Family Detached,Investment Property,Beacon Home Loans,CoreServicing,Missing,7.217
T5NKAOQT2V5H,2021-02-01,2021,2021Q1,808,800+,65.79,60-75%,36.4,36-43%,292000.0,360,OH,Home Purchase,Single-Family Detached,Primary Residence,Northgate Financial Servicing,VendorAPI,Complete,3.113
MCE2SKF386NT,2018-02-01,2018,2018Q1,818,800+,67.66,60-75%,27.39,<30%,205000.0,360,IL,Home Purchase,Condominium,Second Home,Atlas Mortgage Services,CoreServicing,Complete,4.512
321IMDN8MZS7,2022-03-01,2022,2022Q1,745,740-799,81.37,80-90%,33.5,30-36%,620000.0,360,AL,Home Purchase,Single-Family Detached,Investment Property,Atlas Mortgage Services,CoreServicing,Complete,5.359
9G2L0YPZU617,2020-05-01,2020,2020Q2,676,660-699,91.86,90-97%,37.26,36-43%,361000.0,360,NC,Home Purchase,Single-Family Detached,Primary Residence,Northgate Financial Servicing,CoreServicing,Complete,3.971
0S4IY4T54IC6,2018-06-01,2018,2018Q2,759,740-799,71.92,60-75%,44.63,>43%,400000.0,360,VA,Rate/Term Refinance,Condominium,Primary Residence,Atlas Mortgage Services,CoreServicing,Complete,4.515
IDUCEZN0K1ZG,2019-06-01,2019,2019Q2,658,620-659,71.17,60-75%,44.14,>43%,262000.0,360,NJ,Home Purchase,Single-Family Detached,Primary Residence,Atlas Mortgage Services,CoreServicing,Complete,5.029
TI9ESO4QBK3O,2019-11-01,2019,2019Q4,643,620-659,80.99,80-90%,50.24,>43%,298000.0,240,FL,Cash-Out Refinance,Single-Family Detached,Primary Residence,Meridian Residential Capital,VendorAPI,Complete,4.975
PKHNUXWEH9JJ,2018-02-01,2018,2018Q1,611,<620,86.36,80-90%,50.42,>43%,492000.0,240,UT,Rate/Term Refinance,Single-Family Detached,Second Home,Beacon Home Loans,CoreServicing,Complete,6.432
5D4SAANXD4W5,2022-05-01,2022,2022Q2,699,660-699,66.8,60-75%,33.41,30-36%,156000.0,360,CA,Rate/Term Refinance,Single-Family Detached,Primary Residence,Cornerstone Loan Servicing,LegacySFTP,Complete,5.944
OAFXGXDKOJ2B,2019-04-01,2019,2019Q2,658,620-659,79.28,75-80%,37.06,36-43%,428000.0,180,FL,Home Purchase,Single-Family Detached,Primary Residence,Cornerstone Loan Servicing,CoreServicing,Complete,5.428
DJH4WH5OL9J6,2018-12-01,2018,2018Q4,674,660-699,81.33,80-90%,48.82,>43%,303000.0,360,NY,Home Purchase,Single-Family Detached,Primary Residence,Cornerstone Loan Servicing,CoreServicing,Complete,5.221
56OYZYUFI44F,2019-02-01,2019,2019Q1,716,700-739,85.3,80-90%,46.79,>43%,380000.0,360,CT,Rate/Term Refinance,Single-Family Detached,Primary Residence,Cornerstone Loan Servicing,CoreServicing,Complete,4.039
1MGZLE7TMOYZ,2022-04-01,2022,2022Q2,671,660-699,79.97,75-80%,35.3,30-36%,581000.0,180,MI,Home Purchase,Condominium,Primary Residence,Meridian Residential Capital,CoreServicing,Pending,6.155
I0JSMXLBBDRG,2021-01-01,2021,2021Q1,626,620-659,84.64,80-90%,34.16,30-36%,281000.0,360,NY,Home Purchase,Single-Family Detached,Primary Residence,Meridian Residential Capital,CoreServicing,Complete,4.3
M0ZKA3JTVDK4,2022-11-01,2022,2022Q4,724,700-739,58.92,<60%,34.09,30-36%,132000.0,360,FL,Home Purchase,Single-Family Detached,Primary Residence,Beacon Home Loans,CoreServicing,Complete,5.71
OYPBH5IEXFN6,2020-08-01,2020,2020Q3,621,620-659,87.76,80-90%,39.36,36-43%,228000.0,360,CA,Rate/Term Refinance,Single-Family Detached,Primary Residence,Northgate Financial Servicing,CoreServicing,Complete,4.307
CSCKDGP0N74E,2022-02-01,2022,2022Q1,675,660-699,86.98,80-90%,36.42,36-43%,331000.0,180,CA,Cash-Out Refinance,Single-Family Detached,Primary Residence,Beacon Home Loans,CoreServicing,Pending,6.344
LG0Q3GR3LR0L,2020-10-01,2020,2020Q4,705,700-739,72.67,60-75%,38.94,36-43%,578000.0,360,TX,Cash-Out Refinance,Single-Family Detached,Investment Property,Cornerstone Loan Servicing,CoreServicing,Complete,3.54
ERRG77CGKEWY,2021-07-01,2021,2021Q3,752,740-799,77.67,75-80%,29.71,<30%,289000.0,360,IL,Cash-Out Refinance,Single-Family Detached,Primary Residence,Beacon Home Loans,LegacySFTP,Complete,2.821
JZPWHZLX6Z2S,2023-04-01,2023,2023Q2,760,740-799,61.36,60-75%,25.72,<30%,559000.0,240,FL,Home Purchase,Single-Family Detached,Investment Property,Northgate Financial Servicing,CoreServicing,Complete,6.798
CL4V9HK5OAYW,2021-09-01,2021,2021Q3,694,660-699,84.71,80-90%,29.13,<30%,150000.0,360,CT,Home Purchase,PUD,Primary Residence,Beacon Home Loans,CoreServicing,Complete,3.6
XM2QLYW9580Y,2020-12-01,2020,2020Q4,744,740-799,70.45,60-75%,29.71,<30%,278000.0,240,FL,Home Purchase,Single-Family Detached,Primary Residence,Cornerstone Loan Servicing,CoreServicing,Pending,3.178
C4M7I947XN18,2023-03-01,2023,2023Q1,755,740-799,62.87,60-75%,47.13,>43%,470000.0,240,MD,Home Purchase,Single-Family Detached,Primary Residence,Atlas Mortgage Services,CoreServicing,Complete,6.825
PPEQCJYFDYFV,2021-11-01,2021,2021Q4,691,660-699,77.04,75-80%,47.27,>43%,455000.0,240,WI,Home Purchase,Single-Family Detached,Primary Residence,Meridian Residential Capital,CoreServicing,Complete,3.824
VDMJBROWF3F2,2023-08-01,2023,2023Q3,709,700-739,84.62,80-90%,22.85,<30%,170000.0,360,TX,Home Purchase,Single-Family Detached,Primary Residence,Northgate Financial Servicing,CoreServicing,Complete,7.11
1HRBP7JO9LEN,2021-11-01,2021,2021Q4,678,660-699,80.41,80-90%,45.31,>43%,248000.0,360,TX,Rate/Term Refinance,Condominium,Primary Residence,Meridian Residential Capital,LegacySFTP,Complete,3.981
NIO7NT7JEZGT,2022-02-01,2022,2022Q1,738,700-739,77.48,75-80%,41.21,36-43%,315000.0,180,AZ,Home Purchase,Single-Family Detached,Primary Residence,Cornerstone Loan Servicing,VendorAPI,Complete,5.62
9E0Q9IUQUJZZ,2021-02-01,2021,2021Q1,724,700-739,53.75,<60%,42.47,36-43%,263000.0,360,OR,Cash-Out Refinance,PUD,Primary Residence,Meridian Residential Capital,CoreServicing,Complete,3.426
HPKCY6T2J72T,2023-02-01,2023,2023Q1,658,620-659,81.43,80-90%,40.45,36-43%,491000.0,360,GA,Home Purchase,PUD,Investment Property,Atlas Mortgage Services,VendorAPI,Complete,8.198
